"area","year","date","stand_number","plot","surveyer","nearest_tract","productivity","north","east","pct","half_height","pine_undamaged","pine_stems","pine_winter_damage_stems","proportion_pine_damage_winter","spruce_undamaged","spruce_stems","spruce_damaged","downy_total","downy_height","downy_damage","silver_total","silver_height","silver_damage","rowan_total","rowan_height","rowan_damage","aspen_total","aspen_height","aspen_damage","salix_total","salix_height","salix_damage","oak_total","oak_height","oak_damage","moose_pellets","red_deer_pellets","small_deer_pellets","reindeer_pellets","wild_boar","downy_damage_N","silver_damage_N","rowan_damage_N","aspen_damage_N","salix_damage_N","oak_damage_N","coord_type","east_orig","north_orig","coord_type_fixed","north_model","north_model_c"
"Åtvidaberg",2024,"2024-04-17","AB2","9","LP","18","gr",58.2484698333333,16.0324193333333,NA,1.325,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0324193333333,58.2484698333333,"wgs84",58.2484698333333,-3.89133847023647
"Åtvidaberg",2024,"2024-04-17",NA,NA,NA,NA,"gr",58.2486546666667,16.0327196666667,"N",1.6,NA,NA,NA,NA,8,8,NA,NA,NA,NA,5,2.5,"26_50",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0327196666667,58.2486546666667,"wgs84",58.2486546666667,-3.89115363690307
"Åtvidaberg",2024,"2024-04-17","AB3","1","LP","18","gr",58.2547338333333,16.0329728333333,"N",0.8,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0329728333333,58.2547338333333,"wgs84",58.2547338333333,-3.88507447023648
"Åtvidaberg",2024,"2024-04-17","AB3","3","LP","18","gr",58.2546283333333,16.0333335,"N",0.6,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0333335,58.2546283333333,"wgs84",58.2546283333333,-3.88517997023647
"Åtvidaberg",2024,"2024-04-17","AB3","2","LP","18","gr",58.254702,16.0334245,"N",0.8,NA,NA,NA,NA,5,6,NA,NA,NA,NA,6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0334245,58.254702,"wgs84",58.254702,-3.88510630356977
"Åtvidaberg",2024,"2024-04-17","AB3","4","LP","18","gr",58.2545491666667,16.0338086666667,"N",0.6,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,NA,NA,NA,1,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0338086666667,58.2545491666667,"wgs84",58.2545491666667,-3.88525913690307
"Åtvidaberg",2024,"2024-04-17","AB3","5","LP","18","gr",58.2544,16.0341188333333,"N",0.7,NA,NA,NA,NA,4,4,NA,NA,NA,NA,14,1.2,"11_25",NA,NA,NA,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0341188333333,58.2544,"wgs84",58.2544,-3.88540830356978
"Åtvidaberg",2024,"2024-04-17","AB3","6","LP","18","gr",58.2543181666667,16.0345115,"N",0.9,NA,NA,NA,NA,3,4,NA,NA,NA,NA,7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0345115,58.2543181666667,"wgs84",58.2543181666667,-3.88549013690307
"Åtvidaberg",2024,"2024-04-17","AB3","7","LP","18","gr",58.2541771666667,16.0346906666667,"N",0.6,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0346906666667,58.2541771666667,"wgs84",58.2541771666667,-3.88563113690307
"Åtvidaberg",2024,"2024-04-17","AB3","8","LP","18","gr",58.253998,16.0348933333333,"N",0.7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0348933333333,58.253998,"wgs84",58.253998,-3.88581030356977
"Åtvidaberg",2024,"2024-04-17","AB3","10","LP","18","gr",58.2535711666667,16.0349931666667,"N",0.7,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0349931666667,58.2535711666667,"wgs84",58.2535711666667,-3.88623713690307
"Åtvidaberg",2024,"2024-04-17","AB2","1","LP","18","gr",58.2538725,16.0350346666667,"N",0.9,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0350346666667,58.2538725,"wgs84",58.2538725,-3.88593580356977
"Åtvidaberg",2024,"2024-04-17","AB3","9","LP","18","gr",58.2538725,16.0350346666667,"N",0.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0350346666667,58.2538725,"wgs84",58.2538725,-3.88593580356977
"Åtvidaberg",2024,"2024-04-17","AB4","4","LP","14","gr",58.2574233333333,16.052984,"N",0.7,NA,NA,NA,NA,7,7,NA,NA,NA,NA,7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.052984,58.2574233333333,"wgs84",58.2574233333333,-3.88238497023647
"Åtvidaberg",2024,"2024-04-17","AB4","2","LP","14","bb",58.2574341666667,16.0533503333333,"N",0.8,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0533503333333,58.2574341666667,"wgs84",58.2574341666667,-3.88237413690307
"Åtvidaberg",2024,"2024-04-17","AB4","3","LP","14","gr",58.2574226666667,16.0536636666667,"N",0.7,NA,NA,NA,NA,7,8,NA,NA,NA,NA,8,1,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0536636666667,58.2574226666667,"wgs84",58.2574226666667,-3.88238563690307
"Åtvidaberg",2024,"2024-04-17","AB4","4","LP","14","bb",58.257385,16.0540658333333,"N",0.8,NA,NA,NA,NA,6,7,NA,NA,NA,NA,7,1.3,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0540658333333,58.257385,"wgs84",58.257385,-3.88242330356977
"Åtvidaberg",2024,"2024-04-17","AB4","5","LP","14","bb",58.2573305,16.0544943333333,"N",0.6,NA,7,NA,14.2857142857143,4,4,NA,NA,NA,NA,2,0.4,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0544943333333,58.2573305,"wgs84",58.2573305,-3.88247780356977
"Åtvidaberg",2024,"2024-04-17","AB4","6","LP","14","bb",58.2572921666667,16.0547866666667,"N",0.8,NA,1,NA,0,2,3,NA,NA,NA,NA,12,0.8,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0547866666667,58.2572921666667,"wgs84",58.2572921666667,-3.88251613690307
"Åtvidaberg",2024,"2024-04-17","AB4","7","LP","14","bb",58.2574665,16.0548996666667,"N",0.7,NA,NA,NA,NA,4,4,NA,NA,NA,NA,5,4.2,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0548996666667,58.2574665,"wgs84",58.2574665,-3.88234180356977
"Åtvidaberg",2024,"2024-04-17","AB4","8","LP","14","bb",58.2576535,16.0550576666667,"N",1,NA,NA,NA,NA,4,6,NA,NA,NA,NA,4,1.3,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0550576666667,58.2576535,"wgs84",58.2576535,-3.88215480356977
"Åtvidaberg",2024,"2024-04-17","AB4","9","LP","14","bb",58.2578998333333,16.0551266666667,"N",1.3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,15,1.4,"11_25",NA,NA,NA,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0551266666667,58.2578998333333,"wgs84",58.2578998333333,-3.88190847023647
"Åtvidaberg",2024,"2024-04-17","AB4","10","LP","14","bb",58.258087,16.0552091666667,"N",0.8,NA,NA,NA,NA,5,5,NA,NA,NA,NA,10,1.2,"11_25",NA,NA,NA,9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0552091666667,58.258087,"wgs84",58.258087,-3.88172130356977
"Åtvidaberg",2024,"2024-04-17","AB5","9","LP","14","lgn",58.2566443333333,16.0607941666667,"N",1.2,NA,NA,NA,NA,6,6,NA,NA,NA,NA,8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0607941666667,58.2566443333333,"wgs84",58.2566443333333,-3.88316397023647
"Åtvidaberg",2024,"2024-04-17","AB5","8","LP","14","bb",58.2564791666667,16.0608853333333,"N",1.7,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,"11_25",NA,NA,NA,6,1.2,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0608853333333,58.2564791666667,"wgs84",58.2564791666667,-3.88332913690307
"Åtvidaberg",2024,"2024-04-17","AB5","10","LP","14","bb",58.2568741666667,16.0609018333333,"N",1.6,NA,1,NA,0,6,6,0,NA,NA,NA,NA,NA,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0609018333333,58.2568741666667,"wgs84",58.2568741666667,-3.88293413690307
"Åtvidaberg",2024,"2024-04-17","AB5","7","LP","14","lgn",58.2565448333333,16.0612065,"N",1.3,NA,NA,NA,NA,2,2,NA,NA,NA,NA,7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0612065,58.2565448333333,"wgs84",58.2565448333333,-3.88326347023647
"Åtvidaberg",2024,"2024-04-17","AB5","6","LP","14","bb",58.2564545,16.06152,"N",2,NA,NA,NA,NA,4,5,NA,NA,NA,NA,1,1.7,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.06152,58.2564545,"wgs84",58.2564545,-3.88335380356978
"Åtvidaberg",2024,"2024-04-17","AB5","5","LP","14","bb",58.2563338333333,16.0618146666667,"N",2.3,NA,NA,NA,NA,3,5,NA,NA,NA,NA,1,2.1,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0618146666667,58.2563338333333,"wgs84",58.2563338333333,-3.88347447023647
"Åtvidaberg",2024,"2024-04-17","AB5","4","LP","14","lgn",58.2562366666667,16.06211,"N",1.4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,3,1.3,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.06211,58.2562366666667,"wgs84",58.2562366666667,-3.88357163690307
"Åtvidaberg",2024,"2024-04-17","AB5","3","LP","14","bb",58.2561465,16.062403,"N",1.4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.062403,58.2561465,"wgs84",58.2561465,-3.88366180356977
"Åtvidaberg",2024,"2024-04-17","AB5","2","LP","14","bb",58.2560268333333,16.06267,"N",1.4,NA,NA,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.06267,58.2560268333333,"wgs84",58.2560268333333,-3.88378147023647
"Åtvidaberg",2024,"2024-04-17","AB6","3","LP","14","bb",58.2546968333333,16.0629463333333,"N",1.9,NA,NA,NA,NA,11,11,NA,NA,NA,NA,5,2.4,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0629463333333,58.2546968333333,"wgs84",58.2546968333333,-3.88511147023647
"Åtvidaberg",2024,"2024-04-17","AB6","LP","LP","14","bb",58.2543088333333,16.062959,"N",1.4,NA,6,NA,33.3333333333333,9,9,NA,NA,NA,NA,5,2.7,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.062959,58.2543088333333,"wgs84",58.2543088333333,-3.88549947023647
"Åtvidaberg",2024,"2024-04-17","AB5","1","LP","14","bb",58.255949,16.0629616666667,"N",1.6,NA,NA,NA,NA,14,14,NA,NA,NA,NA,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.0629616666667,58.255949,"wgs84",58.255949,-3.88385930356977
"Åtvidaberg",2024,"2024-04-17","AB6","2","LP","14","bb",58.2549888333333,16.0630033333333,"N",1.7,NA,NA,NA,NA,2,4,NA,NA,NA,NA,3,2.7,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0630033333333,58.2549888333333,"wgs84",58.2549888333333,-3.88481947023647
"Åtvidaberg",2024,"2024-04-17","AB6","1","LP","14","bb",58.2551103333333,16.0632341666667,"N",2.1,NA,NA,NA,NA,9,9,NA,NA,NA,NA,23,4.7,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0632341666667,58.2551103333333,"wgs84",58.2551103333333,-3.88469797023647
"Åtvidaberg",2024,"2024-04-17","AB6","5","LP","14","bb",58.2541435,16.0633683333333,"N",1.2,NA,NA,NA,NA,17,17,NA,NA,NA,NA,2,2.2,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.0633683333333,58.2541435,"wgs84",58.2541435,-3.88566480356977
"Åtvidaberg",2024,"2024-04-17","AB6","6","LP","14","bb",58.2541461666667,16.0640163333333,"N",0.9,1,1,NA,0,6,7,NA,NA,NA,NA,2,1,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.0640163333333,58.2541461666667,"wgs84",58.2541461666667,-3.88566213690307
"Åtvidaberg",2024,"2024-04-17","AB6","7","LP","14","bb",58.2542945,16.064572,"N",1.7,NA,NA,NA,NA,7,7,NA,NA,NA,NA,1,0.8,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.064572,58.2542945,"wgs84",58.2542945,-3.88551380356977
"Åtvidaberg",2024,"2024-04-17","AB6","8","LP","14","bb",58.2544378333333,16.0646645,"N",1.1,4,5,NA,20,6,7,NA,NA,NA,NA,1,1,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0646645,58.2544378333333,"wgs84",58.2544378333333,-3.88537047023647
"Åtvidaberg",2024,"2024-04-17","AB6","10","LP","14","bb",58.2547461666667,16.0649523333333,"N",2.11,NA,NA,NA,NA,8,8,NA,NA,NA,NA,5,1.1,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.0649523333333,58.2547461666667,"wgs84",58.2547461666667,-3.88506213690307
"Åtvidaberg",2024,"2024-04-17","AB6","9","LP","14","bb",58.2545581666667,16.0650296666667,"N",1.7,NA,NA,NA,NA,8,8,NA,NA,NA,NA,2,1.3,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.0650296666667,58.2545581666667,"wgs84",58.2545581666667,-3.88525013690307
"ÖsterMalma",2024,"2024-04-13","L002","1","LP","25","bb",58.951284,16.892605,"N",0.7,NA,1,NA,100,5,5,NA,NA,NA,NA,17,2.6,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.892605,58.951284,"wgs84",58.951284,-3.18852430356977
"ÖsterMalma",2024,"2024-04-13","L002","2","LP","25","bb",58.9513203333333,16.8929428333333,"N",1.5,1,1,NA,0,10,10,NA,NA,NA,NA,3,2.8,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.8929428333333,58.9513203333333,"wgs84",58.9513203333333,-3.18848797023647
"ÖsterMalma",2024,"2024-04-13","L002","3","LP","25","bb",58.951375,16.8932555,"N",1.7,NA,1,1,100,4,4,NA,NA,NA,NA,1,1.4,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.8932555,58.951375,"wgs84",58.951375,-3.18843330356977
"ÖsterMalma",2024,"2024-04-13","L002","4","LP","25","bb",58.951416,16.8935893333333,"N",1.6,NA,1,NA,0,6,6,NA,NA,NA,NA,1,1.4,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.8935893333333,58.951416,"wgs84",58.951416,-3.18839230356977
"ÖsterMalma",2024,"2024-04-13","L002","5","LP","25","bb",58.9514743333333,16.8939235,"N",1.5,1,1,NA,0,2,2,NA,NA,NA,NA,3,1.2,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.8939235,58.9514743333333,"wgs84",58.9514743333333,-3.18833397023647
"ÖsterMalma",2024,"2024-04-13","L002","6","LP","25","bb",58.9515458333333,16.894252,"N",1.4,1,1,NA,0,4,4,NA,NA,NA,NA,6,1.2,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.894252,58.9515458333333,"wgs84",58.9515458333333,-3.18826247023647
"ÖsterMalma",2024,"2024-04-13","L002","7","LP","25","bb",58.9515396666667,16.8945915,"N",1.8,NA,1,NA,0,1,2,NA,NA,NA,NA,9,4,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.8945915,58.9515396666667,"wgs84",58.9515396666667,-3.18826863690308
"ÖsterMalma",2024,"2024-04-13","L002","8","LP","25","bb",58.9515998333333,16.8949051666667,"N",1.4,NA,1,NA,0,0,0,NA,NA,NA,NA,11,3.3,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.8949051666667,58.9515998333333,"wgs84",58.9515998333333,-3.18820847023648
"ÖsterMalma",2024,"2024-04-13","L002","9","LP","25","bb",58.9516695,16.8952598333333,"N",2.6,NA,5,NA,100,3,3,NA,NA,NA,NA,17,6,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.8952598333333,58.9516695,"wgs84",58.9516695,-3.18813880356977
"ÖsterMalma",2024,"2024-04-13","L002","10","LP","25","lgn",58.9516561666667,16.8955803333333,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6.2,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.8955803333333,58.9516561666667,"wgs84",58.9516561666667,-3.18815213690307
"ÖsterMalma",2024,"2024-04-07","2_2","5","LP","25","lgn",58.96155,16.8965951666667,"N",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1,"11_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18,NA,NA,NA,NA,"wgs84_ok",16.8965951666667,58.96155,"wgs84",58.96155,-3.17825830356977
"ÖsterMalma",2024,"2024-04-07","2_2","6","LP","25","bb",58.961669,16.8968113333333,"N",2.2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,1.1,"51_75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,63,NA,NA,NA,NA,"wgs84_ok",16.8968113333333,58.961669,"wgs84",58.961669,-3.17813930356977
"ÖsterMalma",2024,"2024-04-07","2_2","4","LP","25","bb",58.961371,16.8968966666667,"N",1.7,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,"≤10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,5,NA,NA,NA,NA,"wgs84_ok",16.8968966666667,58.961371,"wgs84",58.961371,-3.17843730356977
"ÖsterMalma",2024,"2024-04-07","2_2","7","LP","25","lgn",58.9617981666667,16.8970558333333,"N",1.5,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.8970558333333,58.9617981666667,"wgs84",58.9617981666667,-3.17801013690307
"ÖsterMalma",2024,"2024-04-07","2_2","3","LP","25","bb",58.9614056666667,16.8971971666667,"N",2.5,NA,2,1,100,1,3,NA,NA,NA,NA,8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.8971971666667,58.9614056666667,"wgs84",58.9614056666667,-3.17840263690307
"ÖsterMalma",2024,"2024-04-07","2_2","8","LP","25","bb",58.9617881666667,16.8974065,"N",1.7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.8974065,58.9617881666667,"wgs84",58.9617881666667,-3.17802013690307
"ÖsterMalma",2024,"2024-04-07","2_2","2","LP","25","bb",58.9614256666667,16.8976536666667,"N",2,1,1,NA,0,NA,3,NA,NA,NA,NA,5,2.1,"51_75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,NA,NA,NA,63,NA,NA,NA,NA,"wgs84_ok",16.8976536666667,58.9614256666667,"wgs84",58.9614256666667,-3.17838263690307
"ÖsterMalma",2024,"2024-04-07","2_2","9","LP","25","gr",58.9617833333333,16.8977206666667,"N",1.3,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,"51_75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,63,NA,NA,NA,NA,"wgs84_ok",16.8977206666667,58.9617833333333,"wgs84",58.9617833333333,-3.17802497023647
"ÖsterMalma",2024,"2024-04-07","2_2","1","LP","25","lgn",58.9614636666667,16.89808,"N",0.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,15,2.5,"76_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,88,NA,NA,NA,NA,"wgs84_ok",16.89808,58.9614636666667,"wgs84",58.9614636666667,-3.17834463690307
"ÖsterMalma",2024,"2024-04-07","102","1","LP","23","gr",58.9741843333333,16.9002375,"N",1.3,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,"76_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,88,NA,NA,NA,NA,"wgs84_ok",16.9002375,58.9741843333333,"wgs84",58.9741843333333,-3.16562397023647
"ÖsterMalma",2024,"2024-04-07","102","2","LP","23","gr",58.9742633333333,16.9006105,"N",1.3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,"wgs84_ok",16.9006105,58.9742633333333,"wgs84",58.9742633333333,-3.16554497023647
"ÖsterMalma",2024,"2024-04-07","102","3","LP","23","gr",58.9743358333333,16.9010028333333,"N",1,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,"26_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,38,NA,NA,NA,NA,"wgs84_ok",16.9010028333333,58.9743358333333,"wgs84",58.9743358333333,-3.16547247023647
"ÖsterMalma",2024,"2024-04-07","102","4","LP","23","gr",58.9743935,16.9013928333333,"N",1.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7,2.2,"76_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,88,NA,NA,NA,NA,"wgs84_ok",16.9013928333333,58.9743935,"wgs84",58.9743935,-3.16541480356977
